"String ID","Source text","Translation","Context","Path","Filename"
"438","VTX Frequency R7","VTX częstotliwość R7","video","","vtxfr7.wav",""
"439","VTX Frequency R8","VTX częstotliwość R8","video","","vtxfr8.wav",""
"440","VTX Maximum Power","VTX moc maksymalna","video","","vtxmax.wav",""
"441","blackbox erase","czarna skrzynka wymazana","","","blkers.wav",""
"442","acro trainer mode","tryb akro trenera","","","actnmd.wav",""
"443","Camera wifi button","Kamera – przycisk wifi","camera","","cwifi.wav",""
"444","Camera power button","Kamera – przycisk zasilania","camera","","cpower.wav",""
"445","Camera change mode","Kamera – zmiana trybu","camera","","cmode.wav",""
"446","Camera start","Kamera – start","camera","","cstart.wav",""
"447","Camera stop","Kamera – stop","camera","","cstop.wav",""
"448","Recording start","nagrywanie rozpoczęte","","","recsrt.wav",""
"449","Recording stop","nagrywanie zatrzymane","","","recstp.wav",""
"450","Start recording","nagrywanie rozpoczęte","","","strtrc.wav",""
"451","Stop recording","nagrywanie zatrzymane","","","stoprc.wav",""
"452","DBM","dibiem","","SYSTEM","dbm0.wav",""
"453","DBM","dibiem","","SYSTEM","dbm1.wav",""
"454","kilometer","kilometr","","SYSTEM","km0.wav",""
"455","kilometers","kilometrów","","SYSTEM","km1.wav",""
"456","Reverse Thrust","ciąg wsteczny","plane","","revthr.wav",""
"457","Reverse Thrust On","ciąg wsteczny włączony","plane","","revon.wav",""
"458","Reverse Thrust Off","ciąg wsteczny wyłączony","plane","","revoff.wav",""
"459","Reverse Thrust Idle","ciąg wsteczny bieg jałowy","plane","","revid.wav",""
"460","Forward Thrust","ciąg do przodu","plane","","revfwd.wav",""
"461","telemetry connected","telemetria podłączona","","SYSTEM","telemco.wav",""
"462","level mode","tryb poziomu","flight controller","","lvlmod.wav",""
"463","diffs locked","dyferencjał zablokowany","car","","difloc.wav",""
"464","diffs unlocked","dyferencjał odblokowany","car","","difulc.wav",""
"465","engine start","start silnika","car","","engsrt.wav",""
"466","engine stop","zatrzymanie silnika","car","","engstp.wav",""
"467","engine on","włączenie silnika","car","","engon.wav",""
"468","Turn signals on","kierunkowskazy włączone","car","","turnon.wav",""
"469","Turn signals off","kierunkowskazy wyłączone","car","","turnof.wav",""
"470","High gear","wysoki bieg","car","","highgr.wav",""
"471","Low gear","niski bieg","car","","lowgr.wav",""
"472","Dig mode","tryb dig","car","","digmod.wav",""
"473","Two wheel drive","napęd dwóch kół","car","","2wd.wav",""
"474","Four wheel drive","napęd czterech kół","car","","4wd.wav",""
"475","Winch in","Winch in","car","","wchin.wav",""
"476","Winch out","Winch out","car","","wchout.wav",""
"477","Front Steer","Przednie sterowanie","car","","str-f.wav",""
"478","Rear Steer","tylne sterowanie","car","","str-r.wav",""
"479","Four Wheel Steer","sterowanie czterech kół","car","","str-4w.wav",""
"480","Mirror Steer","lustrzane sterowanie","car","","str-mr.wav",""
"481","Crab Steer","sterowanie krabowe","car","","str-cr.wav",""
"482","Motor armed","silnik uzbrojony","soaretx","","motarm.wav",""
"483","Power","moc","soaretx","","power.wav",""
"484","Speed","prędkość","soaretx","","speed.wav",""
"485","Thermal","termika","soaretx","","therml.wav",""
"486","Front wheel drive","przedni napęd","car","","fwd.wav",""
"487","Rear wheel drive","tylny napęd","car","","rwd.wav",""
"488","All wheel drive","napęd wszystkich kół","car","","awd.wav",""
"489","Throttle enabled","przepustnica włączona","car","","thren.wav",""
"490","Throttle disabled","przepustnica wyłączona","car","","thrdis.wav",""
"491","Winch enabled","Winch enabled","car","","wchen.wav",""
"492","Winch disabled","Winch disabled","car","","wchdis.wav",""
"493","Drift mode on","tryb driftu włączony","car","","drifon.wav",""
"494","Drift mode off","tryb driftu wyłączony","car","","drifof.wav",""
"495","Gyro enabled","żyroskop włączony","","","gyroon.wav",""
"496","Gyro disabled","żyroskop wyłączony","","","gyroof.wav",""
"497","Launch control active","kontrola startu aktywna","","","launch.wav",""
"498","Wet mode enabled","tryb mokry włączony","","","wetmde.wav",""
"500","Max gyro","maksymalny żyroskop","","","maxgyr.wav",""
"501","Max assistance","maksymalne wspomaganie","","","maxast.wav",""
"502","Overheating","przegrzanie","","","overht.wav",""
"503","Motor overheating","przegrzanie silnika","","","mothot.wav",""
"504","Drift Mode Enabled","tryb driftu włączony","","","drifen.wav",""
"505","Drift Mode Disabled","tryb driftu wyłączony","","","drifdb.wav",""
"506","Screenshot","zrzut ekranu","","","screns.wav",""
"507","Cell","cela","","","cell.wav",""
"508","Transmitter Battery Low","niski poziom baterii nadajnika","","","txbatl.wav",""
"509","Left","lewo","","","left.wav",""
"510","Right","prawo","","","right.wav",""
"511","Shift","przesuniecie","","","shift.wav",""
"512","Stability Control On","kontrola stabilności włączona","","","sbcton.wav",""
"513","Stability Control Off","kontrola stabilności wyłączona","","","sbctof.wav",""
"514","Stability Control Enabled","kontrola stabilności włączona","","","sbcten.wav",""
"515","Stability Control Disabled","kontrola stabilności wyłączona","","","sbctdb.wav",""
"516","Thermal Warning","ostrzeżenie termiczne","","","thmwrn.wav",""
"517","Servo Overload","przeciążenie serwa","","","srvovl.wav",""
"518","BEC Overload","przeciążenie zasilania BEC","","","becovl.wav",""
"519","Stability Control","kontrola stabilności","","","sbct.wav",""
"520","Stability Control - Standard","kontrola stabilności – standard","","","sbctst.wav",""
"521","Gyro","żyroskop","","","gyro.wav",""
"522","Low","nisko","","","low.wav",""
"523","Medium","średnio","","","medium.wav",""
"524","High","wysoko","","","high.wav",""
"525","Standard","Standard","","","stanrd.wav",""
"526","Bash Mode","tryb bash","car","","bashmd.wav",""
"527","Race Mode","tryb wyścigu","car","","racemd.wav",""
"528","Chill Mode","tryb spokojny","car","","chilmd.wav",""
"529","Trainer Mode","tryb trenera","car","","trnmd.wav",""
"530","Speed Mode","tryb prędkości","car","","spdmd.wav",""
"531","City Mode","tryb miejski","car","","citymd.wav",""
"532","Cruise Mode","tryb rejsu","car","","crusmd.wav",""
"533","Flaps Middle","klapy w środku","plane","","flapmd.wav",""
"534","Flaps Full","pełne klapy","plane","","flapfl.wav",""
"535","Motor On","silnik włączony","","","moton.wav",""
"536","Motor Off","silnik wyłączony","","","motoff.wav",""
"537","Motor Idle","Silnik – bieg jałowy","","","motidl.wav",""
"538","Autorotation","autorotacja","heli","","autor.wav",""
"539","Rescue On","ratunek włączony","","","reson.wav",""
"540","High Temperature","wysoka temperatura","","","htemp.wav",""
"541","High Vibration","silne wibracje","","","hvibr.wav",""
"542","Glow On","świecenie włączone","","","glwon.wav",""
"543","Glow Off","świecenie wyłączone","","","glwoff.wav",""
"544","Glow Activated","świecenie aktywowane","","","glwact.wav",""
"545","Glow Deactivated","świecenie dezaktywowane","","","glwdea.wav",""
"546","Track Mode","tryb torowy","Car","","trkmd.wav",""
"547","Drag brake","hamulec oporowy","Car","","dbrk.wav",""
"548","Drag brake on","hamulec oporowy włączony","Car","","dbrkon.wav",""
"549","Drag brake off","hamulec oporowy wyłączony","Car","","dbrkof.wav",""
"550","Drag brake Low","hamulec oporowy niski","Car","","dbrklw.wav",""
"551","Drag brake Medium","hamulec oporowy średni","Car","","dbrkmd.wav",""
"552","Drag brake High","hamulec oporowy wysoki","Car","","dbrkhi.wav",""
"553","Snapflap On","Snapflap włączony","Plane","","snapfon.wav",""
"554","Snapflap Off","Snapflap wyłączony","Plane","","snapfof.wav",""
"555","Snapflap Low","Snapflap niski","Plane","","snapflo.wav",""
"556","Snapflap High","Snapflap wysoki","Plane","","snapfhi.wav",""
"557","Auto tune","Auto strojenie","Plane","","autotun.wav",""
"558","Auto level trim","Automatyczny trim poziomu","Plane","","alvltrim.wav",""
"559","Servo auto trim","automatyczny trim serwa","Plane","","srvatrim.wav",""
"560","open","otwórz","","","open.wav",""
"561","close","zamknij","","","close.wav",""
"562","locked","zablokowany","","","locked.wav",""
"563","unlocked","odblokowany","","","unlckd.wav",""
"564","canopy","kabinka","","","canopy.wav",""
"565","bind","bindowanie","","","bind.wav",""
